School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
P.S. 256 ANNEX - QUEENS,Q,75,New,0,CAP,Q816,445 BEACH 135 STREET,Queens,11694,QUEENS,40.577026,-73.854539,14,14,928,4305631,4162580006,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"(40.577026, -73.854539)",10/30/2018
P.S. 143 ANNEX - QUEENS,Q,24,Lease,0,CAP,Q908,98-07 38TH AVENUE,Queens,11368,QUEENS,40.750246,-73.867825,3,3,409,4043936,4017610035,North Corona,"(40.750246, -73.867825)",10/30/2018
P.S. @ 357 TARGEE STREET - STATEN ISLAND,R,31,Demo,0,CAP,R070,357 TARGEE STREET,Staten Is,10304,STATEN IS,40.618679,-74.084846,1,1,29,5106908,5006350001,Stapleton-Rosebank,"(40.618679, -74.084846)",10/30/2018
D75 REPLACEMENT @ 15 FAIRFIELD STREET - STATEN ISLAND,R,75,New,0,CAP,R089,15 FAIRFIELD STREET,Staten Is,10308,STATEN IS,40.56397,-74.150885,3,3,14605,5061911,5045860001,Great Kills,"(40.56397, -74.150885)",10/30/2018
CURTIS HIGH SCHOOL ANNEX - STATEN ISLAND,R,78,Addition,0,CAP,R453,105B HAMILTON AVENUE,Staten Is,10301,STATEN IS,40.644735,-74.081222,1,1,7,,,West New Brighton-New Brighton-St. George,"(40.644735, -74.081222)",10/30/2018
P.S. 14 - BRONX,X,8,Addition,0,CAP,X014,3047 BRUCKNER BLVD,Bronx,10461,BRONX,40.83587,-73.825774,10,10,184,2072754,2053130092,Schuylerville-Throgs Neck-Edgewater Park,"(40.83587, -73.825774)",10/30/2018
P.S. 19 - BRONX,X,11,Addition,0,CAP,X019,4318 KATONAH AVENUE,Bronx,10470,BRONX,40.899295,-73.8675,12,12,45102,2019463,2033860001,Woodlawn-Wakefield,"(40.899295, -73.8675)",10/30/2018
P.S. 46 - BRONX,X,10,Addition,0,CAP,X046,279 EAST 196 STREET,Bronx,10458,BRONX,40.866827,-73.890725,7,7,40501,2094729,2032950001,Bedford Park-Fordham North,"(40.866827, -73.890725)",10/30/2018
P.S. 97 - BRONX,X,11,Addition,0,CAP,X097,1375 MACE AVENUE,Bronx,10469,BRONX,40.862839,-73.846791,11,11,314,2052739,2044740001,Allerton-Pelham Gardens,"(40.862839, -73.846791)",10/30/2018
P.S. 340 ANNEX - BRONX,X,10,New,0,CAP,X448,25 WEST 195TH STREET,Bronx,10468,BRONX,40.869007,-73.89749,7,7,409,2101862,2032470015,Van Cortlandt Village,"(40.869007, -73.89749)",10/30/2018
P.S. 1 - BROOKLYN,K,15,FY18 RESO A IP SURVEILLANCE CAMERA INSTALLATION,193490,CIP,K001,309 47 STREET,Brooklyn,11220,BROOKLYN,40.649042,-74.012289,7,7,80,3011821,3007550022,Sunset Park West,"(40.649042, -74.012289)",10/30/2018
P.S. 13 - BROOKLYN,K,19,PUBLIC ADDRESS SYSTEM/PROGRAM CLOCK SYSTEM REPLACE,820000,CIP,K013,557 PENNSYLVANIA AVENUE,Brooklyn,11207,BROOKLYN,40.663673,-73.893754,5,5,1126,3085070,3038230001,East New York (Pennsylvania Ave),"(40.663673, -73.893754)",10/30/2018
I.S. 14 - BROOKLYN,K,22,WATER PENETRATION/PLANYC BOILER/PLANYC CLIMATE,8219000,CIP,K014,2424 BATCHELDER STREET,Brooklyn,11235,BROOKLYN,40.593521,-73.937672,15,15,596,3203617,3074240001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.593521, -73.937672)",10/30/2018
P.S. 16 - BROOKLYN,K,14,FLOOD ELIMINATION/ROOFS/EXT MASONRY/PARAPETS,4270000,CIP,K016,157 WILSON STREET,Brooklyn,11211,BROOKLYN,40.706023,-73.961476,1,1,535,3059906,3021770001,Williamsburg,"(40.706023, -73.961476)",10/30/2018
P.S. 17 - BROOKLYN,K,14,BUILDING FAN REPLACEMENT/ELEC UPGRADE,5695000,CIP,K017,208 NORTH 5 STREET,Brooklyn,11211,BROOKLYN,40.715351,-73.956716,1,1,519,3062337,3023450001,North Side-South Side,"(40.715351, -73.956716)",10/30/2018
I.S. 35 - BROOKLYN,K,16,FULL PROGRAM ACCESSIBILITY,8275000,CIP,K035,272 MACDONOUGH STREET,Brooklyn,11233,BROOKLYN,40.681896,-73.935963,3,3,273,3047054,3016740011,Stuyvesant Heights,"(40.681896, -73.935963)",10/30/2018
P.S. 45 - BROOKLYN,K,32,LSP VACUUM PUMPS,345900,CIP,K045,84 SCHAEFER STREET,Brooklyn,11207,BROOKLYN,40.686746,-73.910693,4,4,401,3079428,3034270011,Bushwick South,"(40.686746, -73.910693)",10/30/2018
P.S. 48 - BROOKLYN,K,20,FLOOD ELIMINATION/EXTERIOR MASONRY/WINDOWS,10800000,CIP,K048,6015 18 AVENUE,Brooklyn,11204,BROOKLYN,40.621871,-73.987396,12,12,244,3132140,3055190001,Borough Park,"(40.621871, -73.987396)",10/30/2018
J.H.S. 50 - BROOKLYN,K,14,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,258000,CIP,K050,183 SOUTH 3RD STREET,Brooklyn,11211,BROOKLYN,40.711704,-73.960275,1,1,523,3063128,3024190001,North Side-South Side,"(40.711704, -73.960275)",10/30/2018
P.S. 58 - BROOKLYN,K,15,PLANYC BOILER/PLANYC CLIMATE CONTROL,5838000,CIP,K058,330 SMITH STREET,Brooklyn,11231,BROOKLYN,40.680149,-73.994938,6,6,77,3007547,3004490015,Carroll Gardens-Columbia Street-Red Hook,"(40.680149, -73.994938)",10/30/2018
P.S. 66 - BROOKLYN,K,18,FIRE ALARM SYSTEM REPLACEMENT,1047000,CIP,K066,845 EAST 96 STREET,Brooklyn,11236,BROOKLYN,40.64883,-73.907774,18,18,970,3325418,3081290060,Canarsie,"(40.64883, -73.907774)",10/30/2018
I.S. 78 - BROOKLYN,K,22,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,208000,CIP,K078,1420 EAST 68 STREET,Brooklyn,11234,BROOKLYN,40.621224,-73.91287,18,18,69602,3236496,3083880002,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.621224, -73.91287)",10/30/2018
K753 SPED - BROOKLYN,K,13,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,4827000,CIP,K085,510 CLERMONT AVENUE,Brooklyn,11238,BROOKLYN,40.682533,-73.968769,2,2,179,3057521,3020080001,Fort Greene,"(40.682533, -73.968769)",10/30/2018
I.S. 88 - BROOKLYN,K,15,ELECTRICAL WORK FOR A/C INITIATIVE,263000,CIP,K088,544 7TH AVENUE,Brooklyn,11215,BROOKLYN,40.660024,-73.987637,7,7,147,3331276,3008800001,Sunset Park West,"(40.660024, -73.987637)",10/30/2018
P.S. 94 - BROOKLYN,K,15,EXT MASONRY/WINDOWS/FLOOD ELIMINATION,8948571,CIP,K094,5010 6TH AVENUE,Brooklyn,11220,BROOKLYN,40.64366,-74.008252,7,7,98,3332126,3007920026,Sunset Park East,"(40.64366, -74.008252)",10/30/2018
P.S. 95 - BROOKLYN,K,21,FY17 RESO A SUPPLEMENTAL COOLING,719500,CIP,K095,345 VAN SICKLEN STREET,Brooklyn,11223,BROOKLYN,40.595698,-73.97518,15,15,398,3192661,3071230066,Gravesend,"(40.595698, -73.97518)",10/30/2018
P.S. 102 - BROOKLYN,K,20,WATER INFILTRATION/ROOFS/EXT MASONRY,11467000,CIP,K102,211 72 STREET,Brooklyn,11209,BROOKLYN,40.63402,-74.029036,10,10,68,3146491,3058900001,Bay Ridge,"(40.63402, -74.029036)",10/30/2018
P.S. 104 - BROOKLYN,K,20,WATER INFILTRATION/FLOOD/PARAPETS/ROOFS,10521000,CIP,K104,9115 5TH AVENUE,Brooklyn,11209,BROOKLYN,40.618415,-74.028842,10,10,160,3154775,3060880001,Bay Ridge,"(40.618415, -74.028842)",10/30/2018
P.S. 105 - BROOKLYN,K,20,EXT MASONRY/FLOOD ELIMINATION/ROOFS,6510000,CIP,K105,1031 59 STREET,Brooklyn,11219,BROOKLYN,40.632936,-74.00374,12,12,214,3140612,3057020001,Borough Park,"(40.632936, -74.00374)",10/30/2018
P.S. 107 - BROOKLYN,K,15,EXTERIOR MASONRY/ROOFS/PARAPETS,4242000,CIP,K107,1301 8TH AVENUE,Brooklyn,11215,BROOKLYN,40.663251,-73.981289,6,6,167,3026517,3011010001,Park Slope-Gowanus,"(40.663251, -73.981289)",10/30/2018
P.S. 110 - BROOKLYN,K,14,FY18 RESO A ELECTRICAL SYSTEMS,175200,CIP,K110,124 MONITOR STREET,Brooklyn,11222,BROOKLYN,40.723897,-73.942312,1,1,591,3067144,3026880042,Greenpoint,"(40.723897, -73.942312)",10/30/2018
P.S. 114 - BROOKLYN,K,18,FY18 RESO A AUDITORIUM  UPGRADE,39300,CIP,K114,1077 REMSEN AVENUE,Brooklyn,11236,BROOKLYN,40.642792,-73.908806,18,18,964,3229159,3081600022,Canarsie,"(40.642792, -73.908806)",10/30/2018
P.S. 121 - BROOKLYN,K,21,EXTERIOR MASONRY/PARAPETS/ROOFS,5233000,CIP,K121,5301 20TH AVENUE,Brooklyn,11204,BROOKLYN,40.623273,-73.978822,12,12,464,3253281,3054951101,Borough Park,"(40.623273, -73.978822)",10/30/2018
P.S. 124 - BROOKLYN,K,15,FLOOD/ROOFS/PARAPETS/EXT MASONRY,3571475,CIP,K124,515 4TH AVENUE,Brooklyn,11215,BROOKLYN,40.667545,-73.991046,6,6,141,3023391,3010340001,Park Slope-Gowanus,"(40.667545, -73.991046)",10/30/2018
P.S. 124 - BROOKLYN,K,15,FY16 RESO A SUPPLEMENTAL COOLING,334800,CIP,K124,515 4TH AVENUE,Brooklyn,11215,BROOKLYN,40.667545,-73.991046,6,6,141,3023391,3010340001,Park Slope-Gowanus,"(40.667545, -73.991046)",10/30/2018
P.S. 130 - BROOKLYN,K,15,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,12025000,CIP,K130,70 OCEAN PARKWAY,Brooklyn,11218,BROOKLYN,40.648884,-73.975607,7,7,500,3124019,3053190001,Windsor Terrace,"(40.648884, -73.975607)",10/30/2018
P.S. 131 - BROOKLYN,K,15,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,12900000,CIP,K131,4305 FT HAMILTON PKWY,Brooklyn,11219,BROOKLYN,40.641157,-73.993482,12,12,224,3136085,3056030001,Borough Park,"(40.641157, -73.993482)",10/30/2018
I.S. 136 - BROOKLYN,K,15,ELECTRICAL SYSTEM UPGRADE/FLOOD ELIMINATION,2042000,CIP,K136,4004 4TH AVENUE,Brooklyn,11232,BROOKLYN,40.651977,-74.006862,7,7,82,3010580,3007130020,Sunset Park West,"(40.651977, -74.006862)",10/30/2018
P.S. 146 - BROOKLYN,K,15,FALLING MASONRY,3939000,CIP,K142,610 HENRY STREET,Brooklyn,11231,BROOKLYN,40.68007,-74.001377,6,6,63,3336036,3003690001,Carroll Gardens-Columbia Street-Red Hook,"(40.68007, -74.001377)",10/30/2018
P.S. 150 - BROOKLYN,K,23,EXTERIOR MASONRY DEFECTS/FLOOD ELIMINATION/PARAPET,4415000,CIP,K150,364 SACKMAN STREET,Brooklyn,11212,BROOKLYN,40.66896,-73.904726,16,16,908,3084012,3037440009,Brownsville,"(40.66896, -73.904726)",10/30/2018
P.S. 315 - BROOKLYN,K,22,LOW VOLTAGE ELECTRICAL SYSTEM,1243000,CIP,K152,725 EAST 23 STREET,Brooklyn,11210,BROOKLYN,40.632562,-73.954724,14,14,772,3205780,3075510026,Flatbush,"(40.632562, -73.954724)",10/30/2018
P.S. 158 - BROOKLYN,K,19,ENY AUDITORIUM UPGRADE,227786,CIP,K158,400 ASHFORD STREET,Brooklyn,11207,BROOKLYN,40.672579,-73.884803,5,5,1150,3089176,3040150001,East New York,"(40.672579, -73.884803)",10/30/2018
P.S. 161 - BROOKLYN,K,17,FLOOD ELIMINATION,2198000,CIP,K161,330 CROWN STREET,Brooklyn,11225,BROOKLYN,40.666181,-73.949013,9,9,319,3034181,3012970026,Crown Heights South,"(40.666181, -73.949013)",10/30/2018
I.S. 162 - BROOKLYN,K,32,LOW VOLTAGE ELECTRICAL SYSTEM,1024000,CIP,K162,1390 WILLOUGHBY AVENUE,Brooklyn,11237,BROOKLYN,40.707229,-73.919805,4,4,445,3073018,3032120001,Bushwick North,"(40.707229, -73.919805)",10/30/2018
I.S. 162 - BROOKLYN,K,32,STAIRS/EXT MASONRY/PARAPETS/ROOF/FLOOD/WATER PNTRN,17976000,CIP,K162,1390 WILLOUGHBY AVENUE,Brooklyn,11237,BROOKLYN,40.707229,-73.919805,4,4,445,3073018,3032120001,Bushwick North,"(40.707229, -73.919805)",10/30/2018
P.S. 164 - BROOKLYN,K,20,EXT MASONRY/ROOFS/CLIMATE CTRL/PARAPETS,6597000,CIP,K164,4211 14TH AVENUE,Brooklyn,11219,BROOKLYN,40.637486,-73.985955,12,12,232,3135976,3056000001,Borough Park,"(40.637486, -73.985955)",10/30/2018
P.S. 167 - BROOKLYN,K,17,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS,10104000,CIP,K167,1025 EASTERN PARKWAY,Brooklyn,11213,BROOKLYN,40.669001,-73.934635,8,8,353,3037303,3013890035,Crown Heights North,"(40.669001, -73.934635)",10/30/2018
P.S. 170 - BROOKLYN,K,20,CRACKED EXTERIOR MASONRY,2449037,CIP,K170,619 72ND STREET,Brooklyn,11209,BROOKLYN,40.630031,-74.018878,10,10,134,3146921,3058990001,Bay Ridge,"(40.630031, -74.018878)",10/30/2018
RIVERDALE AVENUE MIDDLE SCHOOL,K,23,FY18 RESO A LIBRARY UPGRADES,415000,CIP,K183,76 RIVERDALE AVENUE,Brooklyn,11212,BROOKLYN,40.660204,-73.913933,16,16,896,3082253,3035970011,Brownsville,"(40.660204, -73.913933)",10/30/2018
P.S. 191 - BROOKLYN,K,17,EXTERIOR MASONRY/PARAPETS/ROOFS,3497000,CIP,K191,1600 PARK PLACE,Brooklyn,11233,BROOKLYN,40.672005,-73.924329,8,8,359,3036635,3013750012,Crown Heights North,"(40.672005, -73.924329)",10/30/2018
P.S. 191 - BROOKLYN,K,17,FY18 RESO A LIBRARY UPGRADES,378000,CIP,K191,1600 PARK PLACE,Brooklyn,11233,BROOKLYN,40.672005,-73.924329,8,8,359,3036635,3013750012,Crown Heights North,"(40.672005, -73.924329)",10/30/2018
P.S. 191 - BROOKLYN,K,17,FY18 RESO A SCIENCE LAB UPGRADES,326500,CIP,K191,1600 PARK PLACE,Brooklyn,11233,BROOKLYN,40.672005,-73.924329,8,8,359,3036635,3013750012,Crown Heights North,"(40.672005, -73.924329)",10/30/2018
P.S. 193 - BROOKLYN,K,22,FY18 RESO A AUDITORIUM  UPGRADE,35180,CIP,K193,2515 AVENUE L,Brooklyn,11210,BROOKLYN,40.621507,-73.950473,14,14,754,3208461,3076250001,Midwood,"(40.621507, -73.950473)",10/30/2018
P.S. 197 - BROOKLYN,K,22,EXT MASONRY/PARAPETS/ROOFS/WINDOWS/FLOOD/PIPING,12370000,CIP,K197,1599 EAST 22 STREET,Brooklyn,11210,BROOKLYN,40.612623,-73.951906,14,14,546,3182169,3067690018,Midwood,"(40.612623, -73.951906)",10/30/2018
P.S. 200 - BROOKLYN,K,20,PARAPETS/ROOFS/EXT MASONRY,7947450,CIP,K200,1940 BENSON AVENUE,Brooklyn,11214,BROOKLYN,40.603188,-74.001408,11,11,282,3167818,3064070008,Bath Beach,"(40.603188, -74.001408)",10/30/2018
P.S. 205 - BROOKLYN,K,20,FLOOD ELIMINATION/PARAPETS/EXTERIOR MASONRY/ROOFS,5528000,CIP,K205,6701 20 AVENUE,Brooklyn,11204,BROOKLYN,40.61527,-73.987149,11,11,256,3134749,3055710001,Bensonhurst West,"(40.61527, -73.987149)",10/30/2018
I.S. 394 - BROOKLYN,K,17,WATER PENETRATION,884000,CIP,K210,188 ROCHESTER AVENUE,Brooklyn,11213,BROOKLYN,40.672762,-73.927973,8,8,347,3036289,3013670022,Crown Heights North,"(40.672762, -73.927973)",10/30/2018
P.S. 212 - BROOKLYN,K,21,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS/WIN,12527000,CIP,K212,87 BAY 49 STREET,Brooklyn,11214,BROOKLYN,40.587616,-73.985948,13,13,314,3187407,3069170001,Gravesend,"(40.587616, -73.985948)",10/30/2018
P.S. 215 - BROOKLYN,K,21,EXTERIOR MASONRY/PARAPETS,3028000,CIP,K215,415 AVENUE S,Brooklyn,11223,BROOKLYN,40.602084,-73.970013,15,15,41401,3178584,3066810169,Homecrest,"(40.602084, -73.970013)",10/30/2018
P.S. 216 - BROOKLYN,K,21,FY15 RESO A SUPPLEMENTAL COOLING,693400,CIP,K216,350 AVENUE X,Brooklyn,11223,BROOKLYN,40.590564,-73.969964,15,15,37401,3195175,3071960001,Gravesend,"(40.590564, -73.969964)",10/30/2018
P.S. 217 - BROOKLYN,K,22,EXT MASONRY/FLOOD/WINDOWS/PARAPETS,10807450,CIP,K217,1100 NEWKIRK AVENUE,Brooklyn,11230,BROOKLYN,40.63398,-73.966558,14,14,526,3121072,3052320001,Flatbush,"(40.63398, -73.966558)",10/30/2018
I.S. 218 - BROOKLYN,K,19,WATER PENETRATION/EXT MASONRY,2606000,CIP,K218,370 FOUNTAIN AVENUE,Brooklyn,11208,BROOKLYN,40.670724,-73.874208,5,5,1118,3095977,3042780001,East New York,"(40.670724, -73.874208)",10/30/2018
P.S. 219 - BROOKLYN,K,18,WATER INFILTRATION/ROOFS/EXT MASONRY/PARAPETS,18388000,CIP,K219,1060 CLARKSON AVENUE,Brooklyn,11212,BROOKLYN,40.659288,-73.922919,17,17,886,3101168,3046480001,Rugby-Remsen Village,"(40.659288, -73.922919)",10/30/2018
I.S. 220 - BROOKLYN,K,20,FY18 RESO A AUDITORIUM  UPGRADE,220331,CIP,K220,4812 9TH AVENUE,Brooklyn,11220,BROOKLYN,40.640545,-74.000731,12,12,108,3012824,3007780023,Sunset Park East,"(40.640545, -74.000731)",10/30/2018
URBN ASSY SCHL CRIM JUSTICE -,K,20,SCIENCE LAB UPGRADE,1218000,CIP,K223,4200 16 AVENUE,Brooklyn,11204,BROOKLYN,40.634875,-73.981528,12,12,230,3125676,3053620021,Borough Park,"(40.634875, -73.981528)",10/30/2018
I.S. 227 - BROOKLYN,K,20,WATER PENETRATION/ROOFS/EXT MASONRY/PARAPETS,6477000,CIP,K227,6500 16 AVENUE,Brooklyn,11204,BROOKLYN,40.62191,-73.995022,11,11,250,3133741,3055510018,Bensonhurst West,"(40.62191, -73.995022)",10/30/2018
P.S. 230 - BROOKLYN,K,15,ELECTRICAL WORK FOR A/C INITIATIVE,864680,CIP,K230,1 ALBEMARLE ROAD,Brooklyn,11218,BROOKLYN,40.645017,-73.980761,12,12,498,3124109,3053230032,Kensington-Ocean Parkway,"(40.645017, -73.980761)",10/30/2018
EAST FLATBUSH COMMUNITY RESCH,K,18,PARAPETS/EXTERIOR MASONRY/ROOFS,6600000,CIP,K232,905 WINTHROP STREET,Brooklyn,11203,BROOKLYN,40.65843,-73.929076,17,17,880,3099733,3046060025,Prospect Lefferts Gardens-Wingate,"(40.65843, -73.929076)",10/30/2018
P.S. 233 - BROOKLYN,K,18,MASONRY/CORRODED BEAMS/ROOFS/PARAPETS,6285000,CIP,K233,9301 AVENUE B,Brooklyn,11236,BROOKLYN,40.651022,-73.91402,17,17,930,3104990,3047530001,Rugby-Remsen Village,"(40.651022, -73.91402)",10/30/2018
P.S. 236 - BROOKLYN,K,22,EXT MASONRY/ROOFS/PARAPETS/FLOOD/TCU/IRON FENCE,16321000,CIP,K236,6302 AVENUE U,Brooklyn,11234,BROOKLYN,40.615998,-73.912989,18,18,698,3326821,3084640001,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.615998, -73.912989)",10/30/2018
P.S. 236 - BROOKLYN,K,22,FY18 RESO A ELECTRICAL SYSTEMS,204934,CIP,K236,6302 AVENUE U,Brooklyn,11234,BROOKLYN,40.615998,-73.912989,18,18,698,3326821,3084640001,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.615998, -73.912989)",10/30/2018
THE BROOKLYN SCHOOL OF INQUIRY,K,21,RESO A ROOFTOP GREENHOUSE,2947000,CIP,K237,50 AVENUE P,Brooklyn,11204,BROOKLYN,40.60731,-73.986595,11,11,428,3396829,3066180001,Bensonhurst East,"(40.60731, -73.986595)",10/30/2018
P.S. 238 - BROOKLYN,K,21,EXTERIOR MASONRY/PARAPETS,6960000,CIP,K238,1633 EAST 8 STREET,Brooklyn,11223,BROOKLYN,40.608862,-73.965058,15,15,420,3176229,3066400013,Homecrest,"(40.608862, -73.965058)",10/30/2018
P.S. 249 - BROOKLYN,K,17,LOW VOLT/PLANYC CLIMATE CTRL/PLANYC BOILER CONV,7867000,CIP,K249,18 MARLBOROUGH ROAD,Brooklyn,11226,BROOKLYN,40.64971,-73.966046,14,14,506,3116438,3050750001,Flatbush,"(40.64971, -73.966046)",10/30/2018
MIDDLE SCHOOL FOR ART & PHILOS,K,18,EXTERIOR MASONRY/PARAPETS/ROOFS,11725000,CIP,K252,1084 LENOX ROAD,Brooklyn,11212,BROOKLYN,40.658295,-73.920109,17,17,886,3101840,3046690037,Rugby-Remsen Village,"(40.658295, -73.920109)",10/30/2018
P.S. 253 - BROOKLYN,K,21,EXTERIOR MASONRY/FLOOD ELIMINATION/PARAPETS/ROOFS,7638000,CIP,K253,601 OCEANVIEW AVENUE,Brooklyn,11235,BROOKLYN,40.579607,-73.962071,13,13,364,3244470,3086660610,Brighton Beach,"(40.579607, -73.962071)",10/30/2018
P.S. 257 - BROOKLYN,K,14,FY18 RESO A AUDITORIUM UPGRADE,197500,CIP,K257,60 COOK STREET,Brooklyn,11206,BROOKLYN,40.702392,-73.941801,1,1,491,3071571,3031140011,East Williamsburg,"(40.702392, -73.941801)",10/30/2018
I.S. 259 - BROOKLYN,K,20,PLANYC BOILER CONVERSION/CLIMATE CTRL,6758000,CIP,K259,7305 FT HAMILTON PKWY,Brooklyn,11228,BROOKLYN,40.62668,-74.01512,10,10,206,3148031,3059230001,Dyker Heights,"(40.62668, -74.01512)",10/30/2018
I.S. 265 - BROOKLYN,K,13,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5359400,CIP,K265,101 PARK AVENUE,Brooklyn,11205,BROOKLYN,40.696324,-73.97578,2,2,211,3057942,3020280001,Fort Greene,"(40.696324, -73.97578)",10/30/2018
P.S. 269 - BROOKLYN,K,22,FY18 RESO A AUDITORIUM  UPGRADE,77286,CIP,K269,1957 NOSTRAND AVENUE,Brooklyn,11210,BROOKLYN,40.637711,-73.948159,17,17,788,3113780,3049940023,Flatbush,"(40.637711, -73.948159)",10/30/2018
I.S. 522 - BROOKLYN,K,23,PLANYC BOILER/PLANYC CLIMATE CONTROL,7420000,CIP,K271,1137 HERKIMER STREET,Brooklyn,11233,BROOKLYN,40.677805,-73.915843,16,16,301,3042157,3015500001,Ocean Hill,"(40.677805, -73.915843)",10/30/2018
P.S. 274 - BROOKLYN,K,32,FY18 RESO A ELECTRICAL SYSTEM,107372,CIP,K274,800 BUSHWICK AVENUE,Brooklyn,11221,BROOKLYN,40.694921,-73.927931,4,4,393,3073752,3032410037,Bushwick South,"(40.694921, -73.927931)",10/30/2018
P.S. 284 - BROOKLYN,K,23,FY18 RESO A SCIENCE LAB UPGRADES,478864,CIP,K284,213 OSBORN STREET,Brooklyn,11212,BROOKLYN,40.667377,-73.908214,16,16,912,3081460,3035440135,Brownsville,"(40.667377, -73.908214)",10/30/2018
P.S. 284 - BROOKLYN,K,23,LOW VOLTAGE ELECTRICAL SYSTEM/WATER PENETRATION,2331000,CIP,K284,213 OSBORN STREET,Brooklyn,11212,BROOKLYN,40.667377,-73.908214,16,16,912,3081460,3035440135,Brownsville,"(40.667377, -73.908214)",10/30/2018
P.S. 288 - BROOKLYN,K,21,ROOF,3493083,CIP,K288,2950 WEST 25 STREET,Brooklyn,11224,BROOKLYN,40.574411,-73.99194,13,13,342,3189538,3070540045,Seagate-Coney Island,"(40.574411, -73.99194)",10/30/2018
P.S. 290 - BROOKLYN,K,19,ROOFS/WINDOWS/PARAPETS,2880000,CIP,K290,135 SCHENCK AVENUE,Brooklyn,11207,BROOKLYN,40.67789,-73.889758,5,5,1198,3087821,3039490018,East New York,"(40.67789, -73.889758)",10/30/2018
K053 SPED - BROOKLYN,K,32,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,504000,CIP,K296,125 COVERT STREET,Brooklyn,11207,BROOKLYN,40.688387,-73.910276,4,4,413,3079027,3034160001,Bushwick South,"(40.688387, -73.910276)",10/30/2018
P.S. 298 - BROOKLYN,K,23,ENY PLAYGROUND UPGRADE,337600,CIP,K298,85 WATKINS STREET,Brooklyn,11212,BROOKLYN,40.670986,-73.908194,16,16,906,3080768,3035070007,Brownsville,"(40.670986, -73.908194)",10/30/2018
YOUNG SCHOLAR'S ACADEMY - BROO,K,16,STRUCTURAL DEFECTS/EXT MASONRY,3777000,CIP,K304,280 HART STREET,Brooklyn,11206,BROOKLYN,40.694086,-73.940744,3,3,281,3049420,3017730014,Stuyvesant Heights,"(40.694086, -73.940744)",10/30/2018
P.S. 307 - BROOKLYN,K,13,RENOVATION OF CLASSROOM 332,255965,CIP,K307,209 YORK STREET,Brooklyn,11201,BROOKLYN,40.701343,-73.982314,2,2,21,3000158,3000560007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.701343, -73.982314)",10/30/2018
P.S. 312 - BROOKLYN,K,22,WATER PENETRATION,774786,CIP,K312,7103 AVENUE T,Brooklyn,11234,BROOKLYN,40.621413,-73.908987,18,18,69602,3236665,3083930001,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.621413, -73.908987)",10/30/2018
P.S. 503 - BROOKLYN,K,20,EXTERIOR MASONRY/PARAPETS/ROOFS,4970000,CIP,K314,330 59 STREET,Brooklyn,11220,BROOKLYN,40.642121,-74.018997,7,7,74,3016258,3008620012,Sunset Park West,"(40.642121, -74.018997)",10/30/2018
P.S. 503 - BROOKLYN,K,20,FY16 RESO A PLAYGROUND REDEVELOPMENT,878000,CIP,K314,330 59 STREET,Brooklyn,11220,BROOKLYN,40.642121,-74.018997,7,7,74,3016258,3008620012,Sunset Park West,"(40.642121, -74.018997)",10/30/2018
P.S. 375 - BROOKLYN,K,17,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6238000,CIP,K320,46 MCKEEVER PLACE,Brooklyn,11225,BROOKLYN,40.665035,-73.959031,9,9,325,3034356,3013010001,Crown Heights South,"(40.665035, -73.959031)",10/30/2018
P.S. 321 - BROOKLYN,K,15,FULL PROGRAM ACCESSIBILITY/FIRE ALARM,5581000,CIP,K321,180 7TH AVENUE,Brooklyn,11215,BROOKLYN,40.67146,-73.977783,6,6,155,3337516,3009710028,Park Slope-Gowanus,"(40.67146, -73.977783)",10/30/2018
P.S. 335 - BROOKLYN,K,16,PARTIAL ACESSIBILITY,503250,CIP,K335,130 ROCHESTER AVENUE,Brooklyn,11213,BROOKLYN,40.674656,-73.927794,8,8,307,3035887,3013550023,Crown Heights North,"(40.674656, -73.927794)",10/30/2018
P.S. 346 - BROOKLYN,K,19,PARTIAL ACCESSIBILITY RAMPS,294571,CIP,K346,1400 PENNSYLVANIA AVENUE,Brooklyn,11239,BROOKLYN,40.64726,-73.881114,5,5,105804,3098294,3044520025,Starrett City,"(40.64726, -73.881114)",10/30/2018
